GameId,MinPlayer,MaxPlayer,AverageTime,YearReleased,RatingScore,mechanics,owned,Theme,DesignerName,"Weight																											"
18664,2,5,150,2005,7.86,Worker Placement,22100,"City Building	 Economic	 Medieval",William Attia,3.82
18665,1,8,240,2013,7.94,"Co-operative Play	 Dice Rolling	 Point to Point Movement	 Variable Player Powers",25076,"Adventure	 Fantasy	 Fighting	 Horror	 Novel-based","Corey Konieczka	 Nikki Valens",3.31
18666,2,5,210,2014,7.86,"Action Point Allowance System	 Area Movement	 Co-operative Play	 Dice Rolling	 Hand Management	 Storytelling	 Trading	 Variable Player Powers	 Voting",32573,"Bluffing	 Horror	 Zombies","Jonathan Gilmour	 Isaac Vega",3
18667,3,6,300,2005,7.92,"Action Point Allowance System	 Area-Impulse	 Dice Rolling	 Hex-and-Counter	 Modular Board	 Trading	 Variable Phase Order	 Variable Player Powers	 Voting",17565,"Civilization	 Negotiation	 Political	 Science Fiction	 Space Exploration	 Wargame",Christian T. Petersen,4.23
18668,1,4,120,2016,8.27,"Area Enclosure	 Dice Rolling	 Pattern Building	 Press Your Luck	 Tile Placement	 Worker Placement",5640,"Economic	 Industry / Manufacturing	 Medieval	 Puzzle",Uwe Rosenberg,3.83
18669,2,2,30,2014,7.82,"Tile Placement	 Time Track",28670,"Abstract Strategy	 Puzzle",Uwe Rosenberg,1.71
18670,2,6,240,2010,7.86,"Area Control / Area Influence	 Card Drafting	 Grid Movement	 Modular Board	 Tile Placement	 Variable Player Powers	 Worker Placement",13834,"Animals	 Environmental	 Prehistoric",Chad Jensen,4.03
18671,2,5,120,2012,7.8,"Set Collection	 Take That	 Worker Placement",35951,"City Building	 Fantasy","Peter Lee	 Rodney Thompson",2.5
18672,2,4,60,2007,7.77,"Hand Management	 Simultaneous Action Selection	 Variable Phase Order	 Variable Player Powers",41277,"Card Game	 Civilization	 Economic	 Science Fiction	 Space Exploration",Thomas Lehmann,2.97
18673,2,4,80,2014,7.83,"Area Control / Area Influence	 Auction/Bidding	 Modular Board	 Set Collection	 Variable Phase Order",23512,"Arabian	 Fantasy	 Mythology",Bruno Cathala,2.89
18674,2,5,45,2014,7.85,"Deck / Pool Building	 Dice Rolling	 Simultaneous Action Selection	 Variable Phase Order	 Variable Player Powers",19302,"Civilization	 Dice	 Economic	 Science Fiction	 Space Exploration","Wei-Hwa Huang	 Thomas Lehmann",2.76
18675,2,5,120,1995,7.8,"Area Control / Area Influence	 Area Movement	 Auction/Bidding	 Card Drafting	 Hand Management	 Memory	 Simultaneous Action Selection",17944,Renaissance,"Wolfgang Kramer	 Richard Ulrich",3.08
18676,2,4,30,2009,7.79,"Card Drafting	 Deck / Pool Building	 Hand Management",32921,"Card Game	 Medieval",Donald X. Vaccarino,2.44
18677,2,2,45,2012,7.87,"Action / Movement Programming	 Dice Rolling	 Player Elimination	 Simultaneous Action Selection	 Variable Player Powers",29159,"Aviation / Flight	 Bluffing	 Collectible Components	 Miniatures	 Movies / TV / Radio theme	 Science Fiction	 Wargame","Steven Kimball	 James Kniffen	 Corey Konieczka	 Jason Little	 Brady Sadler	 Adam Sadler",2.47
18678,3,6,300,2008,7.77,"Area Movement	 Co-operative Play	 Dice Rolling	 Hand Management	 Partnerships	 Role Playing	 Variable Player Powers",28480,"Bluffing	 Deduction	 Movies / TV / Radio theme	 Political	 Science Fiction	 Space Exploration	 Spies/Secret Agents",Corey Konieczka,3.23
18679,1,2,120,2014,8.21,Worker Placement,6130,"Economic	 Farming	 Industry / Manufacturing",Uwe Rosenberg,3.9
18680,2,4,30,2008,7.7,"Card Drafting	 Deck / Pool Building	 Hand Management",72854,"Card Game	 Medieval",Donald X. Vaccarino,2.37
18681,1,8,120,1981,7.85,"Co-operative Play	 Storytelling",18363,"Deduction	 Murder/Mystery	 Novel-based	 Post-Napoleonic	 Spies/Secret Agents","Raymond Edwards	 Suzanne Goldberg	 Gary Grady",2.77
18682,2,4,150,2015,8.01,"Action / Movement Programming	 Area Control / Area Influence	 Card Drafting	 Deck / Pool Building	 Hand Management	 Simultaneous Action Selection	 Stock Holding	 Variable Player Powers	 Worker Placement",6956,Economic,Alexander Pfister,3.86
18683,2,4,120,2013,7.83,Worker Placement,9934,"Industry / Manufacturing	"" Trains","Helmut Ohley""	"" Leonhard """"""""Lonny"""""""" Orgler""""",3.41
18684,2,4,120,2011,7.81,"Area Movement	 Card Drafting	 Hand Management	 Set Collection",11592,"Ancient	 Political",Stefan Feld,3.68
18685,2,4,90,1997,7.72,"Area Control / Area Influence	 Hand Management	 Set Collection	 Tile Placement",22163,"Abstract Strategy	 Ancient	 Civilization	 Territory Building",Reiner Knizia,3.53
18686,2,4,20,2016,8.05,"Grid Movement	 Tile Placement	 Variable Player Powers",8416,"Abstract Strategy	 Ancient	 Mythology",Gord!,1.8
18687,2,4,45,2008,7.67,"Action Point Allowance System	 Co-operative Play	 Hand Management	 Point to Point Movement	 Set Collection	 Trading	 Variable Player Powers",90612,Medical,Matt Leacock,2.43
18688,1,4,90,2010,7.76,"Area Control / Area Influence	 Dice Rolling	 Worker Placement",12095,"Dice	 Economic	 Medieval","S�bastien Dujardin	 Xavier Georges	 Alain Orban",3.46
18689,2,5,120,2012,7.8,"Action Point Allowance System	 Dice Rolling	 Grid Movement	 Hand Management	 Modular Board	 Partnerships	 Variable Player Powers",23677,"Adventure	 Exploration	 Fantasy	 Fighting	 Miniatures","Daniel Clark (I)	 Corey Konieczka	 Adam Sadler	 Kevin Wilson",3.19
18690,2,4,30,1876,7.81,Partnerships,5577,Action / Dexterity,(Uncredited),1.29
18691,1,4,90,2014,7.73,"Card Drafting	 Pattern Building	 Set Collection	 Tile Placement",18248,Post-Napoleonic,Ted Alspach,2.65
18692,2,4,180,2004,7.81,"Action Point Allowance System	 Area Control / Area Influence	 Area Movement	 Campaign / Battle Card Driven	 Dice Rolling	 Hand Management",11452,"Adventure	 Dice	 Fantasy	 Novel-based	 Territory Building	 Wargame","Roberto Di Meglio	 Marco Maggi	 Francesco Nepitello",3.84
18693,5,10,30,2012,7.72,"Memory	 Partnerships	 Simultaneous Action Selection	 Variable Player Powers	 Voting",22913,"Bluffing	 Card Game	 Deduction	 Fantasy	 Medieval	 Negotiation	 Party Game",Don Eskridge,1.78
18694,2,4,60,2014,8,"Dice Rolling	 Grid Movement	 Modular Board	 Variable Player Powers",8753,"Adventure	 Fantasy	 Fighting	 Miniatures","Thiago Aranha	 Guilherme Goulart	 Eric M. Lang	 Fred Perret",2.54
18695,2,5,60,2012,7.78,"Action Point Allowance System	 Area Control / Area Influence	 Area Movement	 Card Drafting	 Hand Management",11555,"Ancient	 Fighting	 Miniatures	 Mythology","Jacques Bariot	 Guillaume Montiage",2.98
18696,3,6,240,2011,7.73,"Area Control / Area Influence	 Area Movement	 Auction/Bidding	 Hand Management	 Player Elimination	 Simultaneous Action Selection	 Variable Player Powers",23396,"Bluffing	 Fantasy	 Negotiation	 Novel-based	 Political	 Wargame",Christian T. Petersen,3.64
18697,2,4,90,2008,7.63,"Dice Rolling	 Set Collection	 Worker Placement",32238,"Dice	 Prehistoric",Bernd Brunnhofer,2.51
18698,2,4,120,2014,7.77,"Action Point Allowance System	 Card Drafting	 Hand Management	 Worker Placement",13449,"Deduction	 Fantasy",Mat�? Kotry,3.79
18699,1,5,45,2014,7.86,"Card Drafting	 Co-operative Play	 Deck / Pool Building	 Player Elimination	 Variable Player Powers",9847,"Card Game	 Horror	 Movies / TV / Radio theme	 Science Fiction","Ben Cichoski	 Daniel Mandel",2.71
18700,1,4,150,2015,8.05,"Commodity Speculation	 Set Collection	 Worker Placement",5802,Economic,Vital Lacerda,4.25
18701,1,4,180,2011,7.78,"Modular Board	 Pattern Building	 Set Collection	 Tile Placement	 Worker Placement",9466,"City Building	 Economic	 Industry / Manufacturing	 Medieval	 Religious	 Territory Building",Uwe Rosenberg,3.89
18702,1,5,200,2013,7.75,"Card Drafting	 Variable Player Powers",9208,"Card Game	 Civilization	 Economic","Rustan H�kansson	 Nina H�kansson	 Einar Ros�n	 Robert Ros�n",3.54
18703,1,4,90,2012,7.64,"Card Drafting	 Set Collection	 Tile Placement",18171,"City Building	 Economic",Ted Alspach,2.78
18704,2,2,20,2014,7.64,"Card Drafting	 Deck / Pool Building	 Player Elimination	 Take That",28969,"Card Game	 Fighting	 Science Fiction","Robert Dougherty	 Darwin Kastle",1.97
18705,2,2,60,2006,7.8,"Campaign / Battle Card Driven	 Dice Rolling	 Hand Management	 Hex-and-Counter	 Modular Board",8784,"Ancient	 Wargame",Richard Borg,2.69
18706,2,6,120,2005,7.71,"Action Point Allowance System	 Auction/Bidding	 Card Drafting	 Pick-up and Deliver	 Route/Network Building	 Tile Placement",9862,"Trains	 Transportation	 Video Game Theme","Glenn Drover	 Martin Wallace",3.03
18707,2,4,180,2015,8.06,"Area Control / Area Influence	 Dice Rolling	 Hand Management	 Modular Board	 Variable Player Powers",7356,"Bluffing	 Dice	 Fighting	 Miniatures	 Science Fiction	 Wargame","Samuel Bailey	 James Kniffen	 Corey Konieczka",3.74
18708,2,2,480,1999,8.02,"Campaign / Battle Card Driven	 Dice Rolling	 Point to Point Movement",6617,"Wargame	 World War I",Ted Raicer,3.81
18709,2,5,60,2005,7.59,"Card Drafting	 Hand Management	 Route/Network Building	 Set Collection",45980,"Trains	 Travel",Alan R. Moon,1.96
18710,3,4,120,2009,7.69,"Action Point Allowance System	 Area Control / Area Influence	 Area Movement	 Dice Rolling	 Hand Management	 Role Playing	 Take That	 Variable Player Powers",12245,"Fantasy	 Fighting	 Horror	 Mythology	 Wargame",Eric M. Lang,3.17
18711,2,2,180,2006,7.92,"Campaign / Battle Card Driven	 Hex-and-Counter	 Simulation	 Variable Phase Order",6322,"Wargame	 World War II",Chad Jensen,3.2
18712,1,4,60,2016,8.04,"Deck / Pool Building	 Player Elimination	 Point to Point Movement	 Press Your Luck",5823,"Adventure	 Fantasy",Paul Dennen,2.28
18713,3,5,120,2008,7.61,"Hand Management	 Partnerships	 Take That	 Variable Player Powers",23196,"Bluffing	 Negotiation	 Science Fiction	 Space Exploration","Bill Eberle	 Jack Kittredge	 Bill Norton	 Peter Olotka	 Kevin Wilson",2.55
18714,2,5,60,2014,7.63,"Dice Rolling	 Grid Movement	 Modular Board	 Pick-up and Deliver",16187,Economic,R�diger Dorn,2.6
18715,3,5,90,2009,7.68,"Auction/Bidding	 Pick-up and Deliver	 Route/Network Building	 Tile Placement",8782,"Economic	 Trains	 Transportation",Martin Wallace,3.45
18716,2,4,90,2004,7.64,"Auction/Bidding	 Hand Management	 Press Your Luck",9491,"Economic	 Farming	 Nautical	 Renaissance",R�diger Dorn,3.38
18717,2,6,90,2013,7.77,"Hand Management	 Worker Placement",6396,"Economic	 Farming","Jamey Stegmaier	 Alan Stone",2.93
18718,1,2,60,2011,7.64,"Co-operative Play	 Hand Management	 Variable Player Powers",23148,"Card Game	 Collectible Components	 Fantasy	 Novel-based",Nate French,3.12
18719,1,2,60,2011,7.64,"Co-operative Play	 Hand Management	 Variable Player Powers",23148,"Card Game	 Collectible Components	 Fantasy	 Novel-based",Nate French,3.12
18720,1,4,120,2014,7.8,"Area Control / Area Influence	 Dice Rolling	 Hand Management	 Simultaneous Action Selection	 Variable Player Powers	 Worker Placement",6863,"Economic	"" Farming","Michael Keller (II)""	"" Andreas """"""""ode."""""""" Odendahl""""",3.12
18721,2,4,30,2014,7.54,"Card Drafting	 Set Collection",40252,"Card Game	 Economic	 Renaissance","Marc Andr�?1.84																								",3.12
18722,2,5,100,2000,7.59,"Auction/Bidding	 Tile Placement",13923,"City Building	 Renaissance","Wolfgang Kramer	 Richard Ulrich	 Jens Christopher Ulrich",3.25
18723,2,5,90,2009,7.64,"Action Point Allowance System	 Area Control / Area Influence	 Point to Point Movement	 Route/Network Building",8395,Renaissance,Andreas Steding,3.13
18724,1,6,180,2015,7.95,"Co-operative Play	 Dice Rolling	 Modular Board	 Variable Player Powers",9744,"Adventure	 Fantasy	 Fighting	 Horror	 Medieval	 Miniatures	 Zombies","Rapha�l Guiton	 Jean-Baptiste Lullien	 Nicolas Raoult",2.59
18725,2,2,30,2009,7.55,"Card Drafting	 Hand Management	 Set Collection",25875,"Animals	 Card Game",S�bastien Pauchon,1.54
18726,2,4,90,2011,7.57,"Set Collection	 Worker Placement",17136,"Farming	 Medieval","Inka Brand	 Markus Brand",3.07
18727,2,3,60,2007,7.67,"Card Drafting	 Hand Management	 Route/Network Building	 Set Collection",11348,"Trains	 Transportation	 Travel",Alan R. Moon,1.99
18728,2,2,90,2012,7.81,"Dice Rolling	 Grid Movement	 Simultaneous Action Selection	 Variable Player Powers",10474,"Card Game	 Fantasy	 Fighting","Bryan Pope	 Benjamin Pope",3.63
18729,2,2,180,-2200,7.67,Area Enclosure,15482,Abstract Strategy,(Uncredited),3.97
18730,4,4,60,1991,7.61,"Betting/Wagering	 Hand Management	 Partnerships	 Trick-taking",15547,Card Game,Urs Hostettler,2.35
18731,1,4,90,2014,7.58,"Card Drafting	 Hand Management	 Take That	 Variable Player Powers",17268,"Ancient	 Card Game	 City Building	 Civilization",Ignacy Trzewiczek,2.76
18732,2,6,60,2004,7.53,"Area Control / Area Influence	 Campaign / Battle Card Driven	 Dice Rolling	 Grid Movement	 Hand Management	 Modular Board	 Simulation",24386,"Miniatures	 Wargame	 World War II",Richard Borg,2.28
18733,1,5,45,2012,7.63,"Co-operative Play	 Deck / Pool Building",19250,"Card Game	 Comic Book / Strip",Devin Low,2.47
18734,2,5,60,2004,7.48,"Hand Management	 Route/Network Building	 Set Collection",60901,"Trains	 Travel",Alan R. Moon,1.88
18735,2,2,200,1996,7.83,"Area Control / Area Influence	 Campaign / Battle Card Driven	 Dice Rolling	 Point to Point Movement	 Simulation",6745,"Ancient	 Political	 Wargame",Mark Simonitch,3.42
18736,3,5,150,2006,7.58,"Action / Movement Programming	 Area Control / Area Influence	 Area Movement	 Auction/Bidding	 Simultaneous Action Selection	 Variable Phase Order",10487,"Economic	 Medieval	 Territory Building",Dirk Henn,3.37
18737,1,5,120,2013,7.59,"Card Drafting	 Deck / Pool Building	 Hand Management	 Point to Point Movement	 Worker Placement",11041,"American West	 Racing",C�drick Chaboussit,3.31
18738,2,8,60,2016,7.83,"Grid Movement	 Line Drawing	 Partnerships	 Role Playing	 Secret Unit Deployment	 Simultaneous Action Selection",6487,"Deduction	 Fighting	 Nautical	 Real-time	 Wargame","Roberto Fraga	 Yohan Lemonnier",2.07
18739,2,4,30,2011,7.62,"Dice Rolling	 Grid Movement	 Hand Management	 Variable Player Powers",11457,"Card Game	 Fantasy	 Fighting",Colby Dauch,2.52
18740,2,4,60,2007,7.48,"Dice Rolling	 Tile Placement",20995,"Humor	 Real-time	 Science Fiction	 Space Exploration	 Transportation",Vlaada Chv�til,2.31
18741,2,2,90,2013,7.94,"Campaign / Battle Card Driven	 Dice Rolling	 Grid Movement	 Modular Board	 Variable Player Powers",6221,"Dice	 Fantasy	 Miniatures	 Wargame","Richard Borg	 Robert A. Kouba",2.78
18742,2,4,90,2011,7.59,"Auction/Bidding	 Hand Management	 Worker Placement",11667,"Animals	 Fantasy	 Humor",Vlaada Chv�til,3.54
18743,2,5,120,2007,7.59,"Area Control / Area Influence	 Set Collection	 Worker Placement",7595,"Civilization	 Exploration	 Renaissance	 Video Game Theme",Glenn Drover,3.13
18744,2,6,180,2006,7.63,"Area Control / Area Influence	 Area Movement	 Stock Holding",6120,"Economic	 Fighting	 Nautical	 Political",Mac Gerdts,3.58
18745,1,5,30,2008,7.53,"Action / Movement Programming	 Area Movement	 Co-operative Play	 Hand Management	 Simultaneous Action Selection",16054,"Electronic	 Real-time	 Science Fiction	 Space Exploration",Vlaada Chv�til,2.93
18746,2,4,180,2010,7.7,"Area Control / Area Influence	 Area Movement	 Auction/Bidding	 Modular Board	 Simultaneous Action Selection	 Variable Player Powers",8390,"Adventure	 Fantasy	 Fighting	 Wargame",Corey Konieczka,3.75
18747,2,5,60,1999,7.47,"Auction/Bidding	 Press Your Luck	 Set Collection",14524,"Ancient	 Mythology",Reiner Knizia,2.36
18748,2,5,90,2009,7.54,"Area Control / Area Influence	 Area Movement	 Auction/Bidding	 Card Drafting	 Dice Rolling	 Set Collection",13132,"Ancient	 City Building	 Civilization	 Fighting	 Miniatures	 Mythology	 Nautical","Bruno Cathala	 Ludovic Maublanc",2.83
18749,2,2,60,2003,7.68,"Grid Movement	 Pattern Building",6619,Abstract Strategy,Kris Burm,2.73
18750,2,4,90,2015,7.68,"Action Point Allowance System	 Card Drafting	 Deck / Pool Building	 Dice Rolling	 Set Collection	 Storytelling	 Trading	 Worker Placement",9184,"Adventure	 Book	 City Building	 Economic	 Exploration	 Fantasy	 Farming	 Negotiation",Ryan Laukat,2.56
18751,2,7,42,2015,7.53,"Co-operative Play	 Hand Management	 Pattern Recognition",19416,"Deduction	 Murder/Mystery	 Party Game","Oleksandr Nevskiy	 Oleg Sidorenko",1.94
18752,2,4,120,2013,7.61,"Dice Rolling	 Set Collection	 Worker Placement",9119,Dice,Stefan Feld,3.74
18753,2,5,45,2000,7.44,"Area Control / Area Influence	 Tile Placement",93971,"City Building	 Medieval	 Territory Building",Klaus-J�rgen Wrede,1.94
18754,2,5,60,2005,7.5,"Card Drafting	 Hand Management	 Set Collection	 Variable Phase Order",12233,"Ancient	 Card Game	 City Building	 Economic","Ed Carter	 Carl Chudyk",2.92
18755,2,4,90,2010,7.5,"Area Control / Area Influence	 Card Drafting	 Dice Rolling	 Worker Placement",11219,"Dice	 Science Fiction",Tory Niemann,2.57
18756,2,2,60,2012,7.62,"Modular Board	 Set Collection	 Worker Placement",8847,"Arabian	 Card Game",Andreas Steiger,2.39
18757,2,6,360,2006,7.94,"Campaign / Battle Card Driven	 Dice Rolling	 Hand Management	 Point to Point Movement	 Variable Player Powers",4027,"Negotiation	 Political	 Religious	 Renaissance	 Wargame",Ed Beach,4.13
18758,3,12,30,2011,7.53,"Partnerships	 Simultaneous Action Selection	 Storytelling	 Voting",13575,"Humor	 Party Game",Jean-Louis Roubira,1.25
18759,5,10,30,2009,7.43,"Partnerships	 Simultaneous Action Selection	 Voting",38546,"Bluffing	 Deduction	 Negotiation	 Party Game	 Science Fiction	 Spies/Secret Agents",Don Eskridge,1.63
18760,2,4,60,2012,7.47,"Card Drafting	 Dice Rolling	 Hand Management	 Take That",17147,"Card Game	 Dice	 Fantasy",R�gis Bonness�e,2.76
18761,2,2,180,2011,8.07,"Hand Management	 Point to Point Movement	 Secret Unit Deployment",4304,"Civil War	 Renaissance	 Wargame",Matt Calkins,2.72
18762,2,4,120,2015,7.77,"Dice Rolling	 Set Collection",5221,Economic,"Virginio Gigli	 Simone Luciani",3.23
18763,2,5,90,2010,7.59,Area Movement,5955,"Economic	 Exploration	 Nautical	 Renaissance",Mac Gerdts,3.09
18764,2,4,240,2010,7.51,"Card Drafting	 Deck / Pool Building	 Grid Movement	 Hand Management	 Modular Board	 Rock-Paper-Scissors	 Simultaneous Action Selection	 Trading	 Variable Player Powers",15017,"City Building	 Civilization	 Exploration	 Negotiation	 Video Game Theme",Kevin Wilson,3.85
18765,2,5,180,2015,7.72,"Partnerships	 Point to Point Movement	 Secret Unit Deployment	 Variable Player Powers",11168,"Adventure	 Deduction	 Fighting	 Horror	 Novel-based","Frank Brooks	 Stephen Hand	 Kevin Wilson",3.16
18766,2,6,120,2014,8.14,"Auction/Bidding	 Route/Network Building",4040,"Economic	 Industry / Manufacturing",Friedemann Friese,3.21
18767,2,5,50,2015,7.52,"Auction/Bidding	 Set Collection	 Tile Placement",11903,"Economic	 Territory Building","Andreas Pelikan	 Alexander Pfister",2.28
